session_id	original_session_id
ses-867978251	ses-867978251
ses-867996354	ses-867996354
ses-867999662	ses-867999662
ses-868007155	ses-868007155
ses-868028377	ses-868028377
ses-868046527	ses-868046527
ses-868060139	ses-868060139
ses-868060395	ses-868060395
ses-868064054	ses-868064054
ses-868067397	ses-868067397
ses-868067681	ses-868067681
ses-868073555	ses-868073555
ses-868080474	ses-868080474
ses-868086124	ses-868086124
ses-868089182	ses-868089182
ses-868096685	ses-868096685
ses-868106479	ses-868106479
ses-868109850	ses-868109850
ses-868124858	ses-868124858
ses-868145349	ses-868145349
ses-868145850	ses-868145850
ses-868146118	ses-868146118
ses-868149327	ses-868149327
ses-868168635	ses-868168635
ses-868181963	ses-868181963
ses-868212008	ses-868212008
ses-868226275	ses-868226275
ses-875520386	ses-875520386
