session_id	original_session_id
ses-880144891	ses-880144891
ses-880175032	ses-880175032
ses-880208967	ses-880208967
ses-880209119	ses-880209119
ses-880238239	ses-880238239
ses-880290309	ses-880290309
ses-880294301	ses-880294301
ses-880297354	ses-880297354
ses-880301790	ses-880301790
ses-880303238	ses-880303238
ses-880343582	ses-880343582
ses-880352124	ses-880352124
ses-880352701	ses-880352701
ses-880462462	ses-880462462
ses-880463024	ses-880463024
ses-880463601	ses-880463601
ses-880478351	ses-880478351
ses-880506499	ses-880506499
ses-880521096	ses-880521096
ses-880536788	ses-880536788
ses-880542017	ses-880542017
ses-880702290	ses-880702290
ses-882731324	ses-882731324
ses-882854208	ses-882854208
ses-882866807	ses-882866807
ses-883677775	ses-883677775
ses-883696183	ses-883696183
ses-883713675	ses-883713675
ses-883832979	ses-883832979
ses-883846765	ses-883846765
ses-883946807	ses-883946807
ses-883947086	ses-883947086
ses-883966012	ses-883966012
ses-884018487	ses-884018487
ses-884044089	ses-884044089
ses-884140349	ses-884140349
ses-884156853	ses-884156853
ses-884177029	ses-884177029
ses-884199341	ses-884199341
ses-884545281	ses-884545281
ses-884582139	ses-884582139
ses-884598551	ses-884598551
ses-884716865	ses-884716865
ses-884769510	ses-884769510
ses-884801339	ses-884801339
ses-884853854	ses-884853854
ses-884884221	ses-884884221
ses-884901571	ses-884901571
ses-884939649	ses-884939649
ses-884958273	ses-884958273
ses-885003866	ses-885003866
ses-885003909	ses-885003909
ses-885024156	ses-885024156
ses-885067735	ses-885067735
ses-886262922	ses-886262922
ses-886297555	ses-886297555
ses-886332656	ses-886332656
ses-886350669	ses-886350669
ses-886367592	ses-886367592
ses-886407736	ses-886407736
ses-886416708	ses-886416708
ses-886428741	ses-886428741
ses-886440573	ses-886440573
ses-886447116	ses-886447116
ses-886455890	ses-886455890
ses-886474457	ses-886474457
ses-886538790	ses-886538790
ses-886543948	ses-886543948
ses-886546999	ses-886546999
ses-886972967	ses-886972967
ses-887030417	ses-887030417
ses-887127366	ses-887127366
